3 0 90 13.4199 -11.1615 0 -90 2 009 011
3 0 90 14.2149 -10.2729 0 -90 2 011 004
3 0 90 14.8479 -16.0421 0 -90 2 004 006
3 0 90 15.9809 -26.1142 0 -90 2 006 026
3 0 90 16.3531 -25.5929 0 -90 2 026 024
3 0 90 16.8645 -38.0475 0 -90 2 024 008
3 0 90 18.0968 -30.4252 0 -90 2 008 005
3 0 90 18.7610 -26.9908 0 -90 2 005 016
3 0 90 20.3502 -14.7814 0 -90 2 016 017
3 0 90 20.7946 -9.4960 0 -90 2 017 028
3 0 90 21.5260 -5.5712 0 -90 2 028 023
3 0 90 22.0964 -0.3199 0 -90 2 023 018
3 0 90 23.0794 15.2052 0 -90 2 018 002
3 0 90 0.2206 15.1836 0 -90 2 002 012
3 0 90 0.9534 24.4174 0 -90 2 012 014
3 0 90 1.9107 20.8078 0 -90 2 014 025
3 0 90 2.7242 27.7071 0 -90 2 025 015
3 0 90 3.7479 24.1132 0 -90 2 015 001
3 0 90 4.4770 19.1802 0 -90 2 001 034
3 0 90 5.5856 9.9341 0 -90 2 034 003
3 0 90 5.6793 -1.9426 0 -90 2 003 010
3 0 90 6.3827 22.5132 0 -90 2 010 007
3 0 90 8.5266 18.0941 0 -90 2 007 013
3 0 90 8.6276 5.7038 0 -90 2 013 027
3 0 90 9.4598 -8.6584 0 -90 2 027 030
3 0 90 9.8580 -14.8467 0 -90 2 030 029
3 0 90 10.9961 -18.2979 0 -90 2 029 031
3 0 90 12.2634 -17.5419 0 -90 2 031 009
