  0.0000 24.0000  88.0000 UMi
  8.0000 14.5000  86.5000 UMi
 21.0000 23.0000  86.1667 UMi
 18.0000 21.0000  86.0000 UMi
  0.0000  8.0000  85.0000 Cep
  9.1667 10.6667  82.0000 Cam
  0.0000  5.0000  80.0000 Cep
 10.6667 14.5000  80.0000 Cam
 17.5000 18.0000  80.0000 UMi
 20.1667 21.0000  80.0000 Dra
  0.0000  3.5083  77.0000 Cep
 11.5000 13.5833  77.0000 Cam
 16.5333 17.5000  75.0000 UMi
 20.1667 20.6667  75.0000 Cep
  7.9667  9.1667  73.5000 Cam
  9.1667 11.3333  73.5000 Dra
 13.0000 16.5333  70.0000 UMi
  3.1000  3.4167  68.0000 Cas
 20.4167 20.6667  67.0000 Dra
 11.3333 12.0000  66.5000 Dra
  0.0000  0.3333  66.0000 Cep
 14.0000 15.6667  66.0000 UMi
 23.5833 24.0000  66.0000 Cep
 12.0000 13.5000  64.0000 Dra
 13.5000 14.4167  63.0000 Dra
 23.1667 23.5833  63.0000 Cep
  6.1000  7.0000  62.0000 Cam
 20.0000 20.4167  61.5000 Dra
 20.5367 20.6000  60.9167 Cep
  7.0000  7.9667  60.0000 Cam
  7.9667  8.4167  60.0000 UMa
 19.7667 20.0000  59.5000 Dra
 20.0000 20.5367  59.5000 Cep
 22.8667 23.1667  59.0833 Cep
  0.0000  2.4333  58.5000 Cas
 19.4167 19.7667  58.0000 Dra
  1.7000  1.9083  57.5000 Cas
  2.4333  3.1000  57.0000 Cas
  3.1000  3.1667  57.0000 Cam
 22.3167 22.8667  56.2500 Cep
  5.0000  6.1000  56.0000 Cam
 14.0333 14.4167  55.5000 UMa
 14.4167 19.4167  55.5000 Dra
  3.1667  3.3333  55.0000 Cam
 22.1333 22.3167  55.0000 Cep
 20.6000 21.9667  54.8333 Cep
  0.0000  1.7000  54.0000 Cas
  6.1000  6.5000  54.0000 Lyn
 12.0833 13.5000  53.0000 UMa
 15.2500 15.7500  53.0000 Dra
 21.9667 22.1333  52.7500 Cep
  3.3333  5.0000  52.5000 Cam
 22.8667 23.3333  52.5000 Cas
 15.7500 17.0000  51.5000 Dra
  2.0417  2.5167  50.5000 Per
 17.0000 18.2333  50.5000 Dra
  0.0000  1.3667  50.0000 Cas
  1.3667  1.6667  50.0000 Per
  6.5000  6.8000  50.0000 Lyn
 23.3333 24.0000  50.0000 Cas
 13.5000 14.0333  48.5000 UMa
  0.0000  1.1167  48.0000 Cas
 23.5833 24.0000  48.0000 Cas
 18.1750 18.2333  47.5000 Her
 18.2333 19.0833  47.5000 Dra
 19.0833 19.1667  47.5000 Cyg
  1.6667  2.0417  47.0000 Per
  8.4167  9.1667  47.0000 UMa
  0.1667  0.8667  46.0000 Cas
 12.0000 12.0833  45.0000 UMa
  6.8000  7.3667  44.5000 Lyn
 21.9083 21.9667  44.0000 Cyg
 21.8750 21.9083  43.7500 Cyg
 19.1667 19.4000  43.5000 Cyg
  9.1667 10.1667  42.0000 UMa
 10.1667 10.7833  40.0000 UMa
 15.4333 15.7500  40.0000 Boo
 15.7500 16.3333  40.0000 Her
  9.2500  9.5833  39.7500 Lyn
  0.0000  2.5167  36.7500 And
  2.5167  2.5667  36.7500 Per
 19.3583 19.4000  36.5000 Lyr
  4.5000  4.6917  36.0000 Per
 21.7333 21.8750  36.0000 Cyg
 21.8750 22.0000  36.0000 Lac
  6.5333  7.3667  35.5000 Aur
  7.3667  7.7500  35.5000 Lyn
  0.0000  2.0000  35.0000 And
 22.0000 22.8167  35.0000 Lac
 22.8167 22.8667  34.5000 Lac
