3 12.4045667 84.7217 13.4206 -11.1516 0.4045667 -84.7217 2 01A 02A
3 12.4045667 84.7217 14.2147 -10.3144 0.4045667 -84.7217 2 02A 03A
3 12.4045667 84.7217 14.8499 -16.0234 0.4045667 -84.7217 2 03A 04A
3 12.4045667 84.7217 15.9838 -26.1065 0.4045667 -84.7217 2 04A 05A
3 12.4045667 84.7217 16.3532 -25.5875 0.4045667 -84.7217 2 05A 06A
3 12.4045667 84.7217 16.8641 -38.0410 0.4045667 -84.7217 2 06A 07A
3 12.4045667 84.7217 18.0988 -30.3676 0.4045667 -84.7217 2 07A 08A
3 12.4045667 84.7217 18.7599 -26.9911 0.4045667 -84.7217 2 08A 09A
3 12.4045667 84.7217 20.3494 -14.7810 0.4045667 -84.7217 2 09A 10A
3 12.4045667 84.7217 20.79391 -9.4865 0.4045667 -84.7217 2 10A 11A
3 12.4045667 84.7217 21.5256 -5.5691 0.4045667 -84.7217 2 11A 12A
3 12.4045667 84.7217 22.0960 -0.3162 0.4045667 -84.7217 2 12A 13A
3 12.4045667 84.7217 23.0782 15.2149 0.4045667 -84.7217 2 13A 14A
3 12.4045667 84.7217 0.2206 15.1861 0.4045667 -84.7217 2 14A 15A
3 12.4045667 84.7217 0.7911 24.2869 0.4045667 -84.7217 2 15A 16A
3 12.4045667 84.7217 1.9085 20.8335 0.4045667 -84.7217 2 16A 17A
3 12.4045667 84.7217 2.7240 27.7094 0.4045667 -84.7217 2 17A 18A
3 12.4045667 84.7217 3.7476 24.1264 0.4045667 -84.7217 2 18A 19A
3 12.4045667 84.7217 4.4750 19.1904 0.4045667 -84.7217 2 19A 20A
3 12.4045667 84.7217 5.5803 9.4902 0.4045667 -84.7217 2 20A 21A
3 12.4045667 84.7217 5.5334 -0.2992 0.4045667 -84.7217 2 21A 22A
3 12.4045667 84.7217 6.3813 22.5452 0.4045667 -84.7217 2 22A 23A
3 12.4045667 84.7217 8.5276 18.1114 0.4045667 -84.7217 2 23A 24A
3 12.4045667 84.7217 8.6289 5.7054 0.4045667 -84.7217 2 24A 25A
3 12.4045667 84.7217 9.4601 -8.6681 0.4045667 -84.7217 2 25A 26A
3 12.4045667 84.7217 9.8591 -14.8402 0.4045667 -84.7217 2 26A 27A
3 12.4045667 84.7217 11.0048 -18.3444 0.4045667 -84.7217 2 27A 28A
3 12.4045667 84.7217 12.2664 -17.5467 0.4045667 -84.7217 2 28A 01A
